label	text	is_valid
positive	Emile Heskey scores a bicycle kick (2nd goal) for Newcastle Jets v Melbourne Victory!!! http://t.co/O0PP1KaL --- What the ? How the ? Why...	True
neutral	Joyful Noise gathers Wednesday nights at 7 PM in the sanctuary. Come and sing with friends!	True
negative	@Amanda_Holden how sad are you that Downton Abbey ends Sunday? :(x	True
negative	@thereisnoBattle 1st using the Pacers...never even practiced with em.	True
neutral	Norwich City book signing this Saturday with @edcouzenslake and ex-canary friends\u002c before the Stoke game!   http://t.co/pwtLHkZ6	True
negative	Man just watched the Lakers highlight from yesterday and there going to get destroyed tomorrow	True
positive	Pacers won without Granger to night David West step on in the 4th #GoIndiana	True
positive	"\""John 3:16\u002cthe Fab Four\u002cthe 50 Yard Line\u002cthe 13th floor\u002c9/11\u002cthe Dirty Dozen\u002cwe\u2019re all waiting for the 2nd coming...Numbers\""-JMC #GreatSong"	True
neutral	49ersParadise HOP: Alex Smith Named NFC Offensive Player of the Week and More NFC West News [BR]: Thu\u002c 1 Nov 201... http://t.co/Ebff8hs5	True
positive	Can\u2019t wait to kick it with these outstanding musicians as well as perform for my New England fans on Saturday... http://t.co/vn7WYrzx	True
positive	@justinbieber i miss Kidrauhl\u002c proud of Justin Bieber. I love you today\u002c tomorrow and always.	True
neutral	but Kevin Durant did become the 2nd youngest player in NBA history to reach 10\u002c000 point	True
positive	Tina Fey & Amy Poehler are hosting the Golden Globes in January. Best news today!	True
positive	My idol is tuning 15 on Monday! She\u2019s growing up so fast!! I remember when she was that girl on Wizards of Waverly Place @bellathorne	True
negative	Willis McGahee had a pretty gruesome knee injury in the Fiesta Bowl... Bills still drafted him late in 1st round.	True
negative	I have to go out drinking on a Wednesday so i cant watch the Bachelor until the next day #firstworldpains #brockuproblems	True
positive	@Ratchet_Fuji  #FightForMatt I think that I want to make it spread so that you may not be inconvenienced. I wish  Matt becomes fine.	True
negative	Can\u2019t believe Parks isn\u2019t on tomorrow because of the Voice. Newsflash NBC: New Yorkers actually don\u2019t care that they missed the Voice.	True
negative	@Ethan_Hammer may have been distracted by FIFA and El Classico\u002c back to the summary for myself! You finished?	True
neutral	@RobertBnjmnSays hi there! Tom in Radnor and sat Mutt Strut\u002c the pump chip. Not sure on the bacon.  I just threw out bc of the storm.	True
neutral	Free dress day tomorrow\u002c well lsu or Alabama shirt with jeans	True
neutral	Up at 6 today - DJing till 4 o\u2019clock tomorrow morning\u002c up at 8am for a magazine shoot then straight up to Liverpool for the MOBOs - zzzzzzzz	True
positive	Excited for Super Sunday coming up? Milan Derby\u002c El Clasico\u002c Newcastle-Man Utd\u002c Marseille PSG? Should be epic. Keep it locked here 4 updates	True
neutral	(Times Pic) LSU Coach Les Miles says he may let Jordan Jefferson talk to the team http://t.co/iqLJx5Ay #LSU	True
negative	I don\u2019t think Dwight Howard is gonna last in LA. He\u2019s already frustrated and it\u2019s 2nd game... Uh oh	True
negative	The Philippines has just passed a law worse than SOPA. http://t.co/GQdlCRvb	True
neutral	To start 2nd quarter action\u002c Lamar Odom checks in for the first time.	True
neutral	@tokyo_sexwhale @jayirichardson LeBlanc was nominated for an Emmy and won a Golden Globe\u002c so that may have something to do with it.	True
positive	it\u2019s officially November 2 here in the Philippines.. so.. umm.. HAPPY BIRTHDAY Kendall! i love you! @HeffronDrive @bigtimerush	True
positive	Well\u002c the sun is finally coming up\u002c so it\u2019s time to slap some bacon on a biscuit and get to work.  #burningdaylight  Laters\u002c Patriots!	True
positive	Highlight of that game was the bottom of the 10th. Some guy chillin with a John 3:16 sign behind home. Sup bro.	True
positive	"Watching \""Contraband\"" for the 3rd time\u002c Mark Wahlberg is the man!"	True
neutral	Hint #2:  @closethedoor raced in the first SSCX race in New England.  He was\u002c of course\u002c 5th/6.	True
neutral	Bills\u2019 Williams says Texans forced his hand: As Mario Williams prepares to face his former team for the first time Sunday\u002c the highly...	True
negative	@MariahRoseFaith it won\u2019t work for me because iPod but whatever I\u2019m honestly way too tired to care I\u2019ll find it on tumblr tomorrow	True
negative	@OldMaryJade you might not wanna come to anatomy tomorrow\u002c we have a test lol	True
negative	So KG gets a fouls called for not touching Chalmers ..... incredible that boi better be the 1st victim of many more fines to come #stopit	True
positive	Seriously the boys worked so hard on de album &there\u2019s a leak again? I\u2019m gonna wait since the album preview on itunes on monday.worth d wait	True
positive	Cannot wait to smash dinner tonight and eat my feelings...and then box all of it off tomorrow Muhammad Ali style.	True
negative	"SOPA Is Back!  As a Ransomware Virus: \""After historic Internet protests in January the SOPA anti-piracy... http://t.co/05si8Pc2 #infosec"	True
positive	I\u2019m having White Collar withdrawal. I can\u2019t wait till it comes back in January.	True
positive	@BWade133 @deshotel22 I\u2019m guessing the night of the 16th is gonna work the best. Invited you and Nick on FB.	True
neutral	"Filmclub back Monday with \""Source Code\""\u002c a sci-fi techno-thriller with Jake Gyllenhaal\u002c directed by David Bowie\u2019s son! http://t.co/a5OMXi9m"	True
neutral	Going to some like it hot in newcastle on Saturday for a dance off @chelsfergo	True
positive	At tomorrow\u2019s Heritage Convocation we will celebrate the last 125 years of SC history. Come to Culbertson at 10 am! http://t.co/Fp4hGcMF	True
positive	"\""@TheEllenShow: I didn\u2019t want New York to miss my Madonna show. Get ready for Monday! It\u2019s gonna be on WNBC!\"" Aw how nice"	True
neutral	LBJ out with cramps. Steps on Chalmers. C\u2019s ball. Offensive foul. 100-89\u002c Heat ball. 7:57 left in the 4th.	True
neutral	@Jordan_Taylored I mean the Heat still made it to the championship there 1st year....	True
neutral	I\u2019m talking all types of shit now....cause the Celtics may be 0-1 but the Lakers 0-2 LMAOOOOOOOOO!!!!!!!!!	True
neutral	@trey4tide she said she would but she has to be in miss America pagent in december	True
positive	I\u2019m going to KFC tomorrow so ANDY (the guy/boy idk what age he was) better be there because he\u2019s like my runaway love	True
neutral	@iTz_Sledge Michael wants to the DC game tomorrow	True
neutral	New Plymouth\u2019s run at state ended by West Side high tonight\u002c 21-13. Marsing hosts Salmon tomorrow in 2A q-finals.	True
neutral	@jppalmCBS Georgia in the Sugar Bowl?  What game were you watching Saturday night?	True
positive	"\""@joshuaarodgers: We say we have problems but putting life in to perspective we have such fortunate lives\"" you may be Martin Luther King."	True
positive	@krisolsen have a big show on in Melb tonight then back in Singapore on Sunday for a month!!	True
neutral	Giving away a trip to Dallas to see Steelers vs. Cowboys on the @961kiss Facebook page\u002c enter before TOMORROW at Noon https://t.co/CRo9LkCb	True
neutral	Don\u002ct Miss it International Stuttering Awareness Day: 22 October was designated International... http://t.co/0o8yY6jD Check out New Post	True
negative	I might just die if I hear one more person say that Halloween is the Devil\u2019s birthday. That\u2019s crazy!!!! I was born on May 19th.	True
positive	@Nikki2987 Saturday morning movies at the theatre! Tom & Jerry\u002c The Jungle Book! Loved that I always got to bring a friend! #PositiveThurs	True
negative	@CoL_70 Yep\u002c Mavs started 0-4 before racking up 67 wins in 06-07. Of course they also flamed out in the 1st round against Golden State.	True
neutral	@AdeleCFC still be in bolton i think :) you free sunday then? X	True
positive	In bed in Plymouth hotel for the last night of holidays - home tomorrow. Had fun meeting @TomDaley1994 and @toniacouch but time for home :(	True
neutral	SO noone told me about Slingbox? I could\u2019ve been watched Sons Of Anarchy AND the Niners game on Monday!	True
negative	@PauDusi I was supposed to go to the 30 Rock on Monday so I could buy some NBC stuff\u002c but my brothers were tired and we had to go home :(	True
neutral	@LFC is there a fanpic being taken at Anfield for the game on Sunday?	True
positive	@justinbieber the 1st day I ever watched a Kidrauhl videoThe one of u singing in the mirror #Believe I thought u were adorable&u still r (;	True
positive	"Buy my new album comming out called \""fuck you procrastination 3\"" ft. Drake trey songz NWC MEEK Rick Ross. Drops in WSHH november 19 cop it!!"	True
negative	@MegaCeltsfan true!..dude hasn\u2019t gotten it in his 4th season and still plays the same\u002c can\u2019t be like Alex Smith who just got it together lol	True
neutral	@alwaysfetish it sounds similar to you but to them its like Rebecca black singing \u2019Friday\u2019...lol..	True
negative	I wanna see @lalahhathaway Friday with al green so bad. Missing my Pinkroom family!! #	True
neutral	"\""Man with the Iron Fists\"" comes out tomorrow and that Indiana movie theater gotta get right and get that movie dawg!"	True
positive	Tina Fey and Amy Poehler will host the 70th Golden Globe Awards in January and\u002c for once\u002c I may care about an awards show!	True
positive	Got so excited because today is thursday and Grey\u2019s Anatomy was coming on. But then @Tee_Jay_Gee reminded me that it\u2019s not. #crushed	True
neutral	Liverpool return to League action on Sunday with an Anfield clash against Newcastle.... http://t.co/kFypvx2F	True
neutral	Watching Laugh At My Pain with @kevinhart4real on this cool Saturday night http://t.co/B39lNODk	True
negative	Boston Rob may have won Survivor AND The Bachelor\u002c but definitely not the FINCHELOR. #RHAP #FAN	True
neutral	#Senate Be Barack Obama for Halloween: In March\u002c after Romney beat Rick Santorum in the Ohio Republica... http://t.co/k0CdmmKc #Politics	True
neutral	Tina Fey and Amy Poehler are going to host the Golden Globes on Jan 13.  *hyperventilates*	True
negative	It\u2019s Tuesday. 8pm. I turn to ABC Family and it makes me sad to see there\u2019s no Pretty Little Liars #countingdown #jan8 #PLLfanproblems	True
positive	Have the privilege to ride DOD sponsored float in January 1 Rose Parade in Pasadena\u002c California!	True
positive	I liked a @YouTube video http://t.co/1hzJc8Yo Chris Jericho\u2019s 1st appearance after the Royal Rumble 2002 PPV (1/2)	True
negative	"Spotify is all \""Matt and Kim station eh? May we suggest David Guetta?\""  No\u002c you may not."	True
neutral	WVU\u2019s #QSU meetings will be at their regular time again starting tonight. Meet us at the Mountainlair Laurel Room at 8:00pm every Thursday.	True
neutral	I cant hire the Honey Badger to mow my lawn now...but sounds like he may be better suited to be a weed eater.	True
neutral	"@RockfordMules I want you to cover \""Let\u2019s Stay Together\"" by Al Green on Saturday\u002c just because city pages warranted it."	True
neutral	A final sign that you\u2019re growing is that you find time to watch 30 Rock on Netflix on Friday at 2pm. #toofar? http://t.co/FoGpTkbV	True
positive	@iansomerhalder Just wanted to let you know that TVD was AMAZING tonight!!! Only the 4th episode and it was so intense! Loved it! :)	True
neutral	@Leviman_18 ayeee wear the Jordan\u2019s and a black vneck tomorrow\u002c let\u2019s be twins.	True
negative	I remember when I had twitter jail on a football Sunday during the Cowboys game. The game wasn\u2019t even halfway done #HatedIt	True
neutral	"#feedmemore \""@WRESTLEZONEcom: Chris Jericho explains why he thinks Ryback should beat CM Punk on Sunday: http://t.co/snzePrvu\"""	True
positive	#JustinDoAFollowSpree c\u2019mon\u002c u want to Kidrauhl follow u\u2019r amazing account? So let\u2019s trend!^^	True
positive	Absolutely amazing day! November 11 is the HUGE revealing party for NLC. I absolutely can not wait ~ Pastor C	True
negative	"\""@bomani_jones: monday\u2019s \""bomani & jones\"" is on jordan jefferson...and yeah\u002c it\u2019ll be a doozy\u002c too.\"" They give us weed smokers a bad name"	True
positive	"It\u2019s good some ABC and CBS outlets are reporting Benghazi - but part of reason is probably so they can claim \""but we reported it!\"" @ 11th hr"	True
negative	Honey Badger and Jordan Jefferson both got arrested for pot possession for the 3rd time. He\u2019s out for good #fuckkkk #herbaddiction	True
positive	3rd in 2 games!!! Emile Heskey bags the opener for Newcastle Jets. He Scores when he wants ! :P  x) http://t.co/FJo5ZN6G	True
neutral	A model walks during the 18th annual Salon du Chocolat show in Paris\u002c wearing a dress made entirely out of... http://t.co/h5e4fqXY	True
neutral	Gary Ablett with 110 #dreamteam points at half time... looks like he may have a big game..	True
positive	"@ThaNorseGod Tim Tebow has already had more success than over 95% of QBs who have ever been in the NFL and this is his 3rd season. \""killed\""?"	True
neutral	@aliwoodward did you play for Exeter 1st team against Swansea yesterday?	True
negative	This is the worst year possible to be obsessed with someone and want to be at every single one of their concerts\u002c I have GCSE\u2019s and SAT\u2019s!:(	True
neutral	@veAguilar_ Eduardo you want to go to MLK tommorrow or thursday	True
negative	@shalisemyoung oh didn\u2019t I see where Tom Brady is the 9th most overrated NFL player. Yes this explains it.  #nflplayersarehaterstoo	True
neutral	@xLanaInspiritx @yoon_dae_rae @sven0408 or something that ends in a 3 lmfao time to dream about JR! i\u2019m gonna run in the street tomorrow	True
positive	"\""If I knew that tomorrow the world ends\u002c I still today\u002c plant a tree.\""  Martin Luther King"	True
neutral	Just got email about @WallStSouth press conference at 11am on Wednesday at the MLK Jr statue at Marshall Park. #CLT #dnc2012 #DNC	True
positive	I love competing in the Miss America\u2019s Outstanding Teen program.. Can\u2019t wait until tomorrow! #pageantday	True
neutral	Klas-Jan Huntelaar\u002cDemba Ba\u002cFernando Torress and Fernando Llorente who do you want Liverpool to sign in  January?	True
negative	@LSUFreek C\u2019mon man! Honey badger just don\u2019t give a shit!	True
neutral	@Twel5 I know! We went to dinner and Brett made sure he got his Thursday #Hammersticks chicken fingers though!	True
positive	Tomorrow is #PitBull Awareness Day! Help us change the perception so many people have about this wonderful breed. http://t.co/MgeUbZH6	True
positive	@OpBBQRelief is heading to Tom\u2019s River NJ and Manhatten\u002c please consider donating to the cause. They feed 1st responders and communities.	True
neutral	ive got 1st unit: BK RoStu Maggette CV31 GMonroe & 2nd unit: Bynum Daye Tay Jerebko Drummond i hope JR watchez the Pistons stickz w/ em sum.	True
neutral	@davidubben The only reason #WVU doesn\u2019t lead this stat is because WVU skips giving up 1st downs and just lets them score...	True
negative	"\""@JazzzyyJ: this is the first Thursday in a long time where i didn\u2019t get to see @lokaay :( #HowSad\"" Skype counts (:"	True
negative	got Being Human series 4 today. May just watch that tomorrow if this shitey weather continues :)	True
neutral	Let the debate begin: Eli or Big Ben - When the Steelers play the Giants on Sunday\u002c there will be something swirling... http://t.co/wxs2iOn7	True
positive	Betting on the Honey Badger: Will Tyrann Mathieu Make it to the NFL?: This Aug. 2\u002c 2012 file photo shows LSU cor... http://t.co/DG6LMPOa	True
negative	I havent went to Philly in a while :( my mom going tomorrow but she coming back the day after. & that\u2019s bullshit.	True
neutral	**(DM)** ME THE 1ST  THING THAT COMES TO UR HEAD! WHEN U HEAR SOME1 SAY: One Direction\u002c Harry\u002cLouis\u002cZayn\u002cNiall or Liam the boys	True
negative	"\""Big Brother may be watching you right now\u002c and you may never know. #Surveillance is the new normal\"" http://t.co/ZKKyVxOf"	True
positive	Morning Twitterites! Goal: By 5pm Friday\u002c want to see MSM report on Benghazi\u002c and Obama below 42% in polls. HAMMER IT HOME\u002c PATRIOTS!	True
neutral	Giants\u2019 Scutaro leaves game with hip injury: San Francisco Giants second baseman Marco Scutaro left Monday\u2019s NLC... http://t.co/lTU4FsFu	True
neutral	@francesca90 What time are you going to be back in the \u2019hood\u2019 on Thurs? And also did you purchase Justified?	True
neutral	Its monday! That means...back to work\u002c movie premiers\u002c Hustle and Flow Mondays\u002c DJ Table with Afrojack tonight at... http://t.co/igt8w4BT	True
positive	yay omg we are off school on April 1st we break up for the hols so if Janet stays over in Liverpool i could try and meet her the next day or	True
positive	@1stAvengerACM love Al Green. Saw him in concert in July...he\u2019s still got it	True
positive	December 4th 2011 Curitiba\u002c Brazil - The first and last time I saw Suicide Silence with Mitch. I\u2019m glad I ha http://t.co/xjx0DtNI	True
negative	In May OKC is still gonna b the primary threat to lose to the Lakers	True
negative	@Btch_PayME @i_fly1stclass he said if Chris bosh had to burp that shit wouldn\u2019t come out til tomorrow long neck mothafucka lmfaoooo go head!	True
positive	Napoleon Dynamite in the morning good way to start of my Sunday lol	True
negative	@ToddAkin What makes me almost as angry as #legitimaterape is that I may vote for @clairecmc\u002c even though she supported PIPA. Lesser evil...	True
positive	@foodstyleaholic I really enjoyed the chicken liver parfait and the featured peperonata risotto (hope they\u2019re still serving it tomorrow)!	True
neutral	Miss America visits Wichita Wednesday: The current Miss America was in Wichita Wednesday to talk about her passi... http://t.co/uTy3JBMc	True
neutral	#F2S Saints Trip Moved - Everton\u2019s January trip to Southampton has been resheduled after it was selected for live te... http://t.co/lHWN7AMb	True
positive	TOUCHDOWN #3!! 21-0 at the beginning of the 2nd quarter is kinda ridiculous. Haha. Oh well\u002c ROLL TIDE!!	True
negative	@_Crystall07 lol well my parents said no tomorrow and Sunday she said u could come to mi casa but if no then on the day u said el oh el	True
neutral	#NUFC\u2019s last league win at Anfield was actually my first visit there\u002c in 94.An emotional day with the 5th Anv. of H\u2019boro #LFC	True
neutral	@OhHillYea can we just skip our 3rd blocks tomorrow and go to sc and play please?!	True
neutral	@espn #SportsHalloweenCostume What about Tony Romo on sunday\u2019s game against the Giants?!	True
positive	@justinbieber please Justin follow me ? Hope everyday ! Je t\u2019aime ! Can wait to see u in Paris for the 1st time ! Je t\u2019aime <3	True
positive	I\u2019m right where I wanted to be on this Thursday night: grey goose has me feeling good\u002c baby making dinner and Al Green in the background.	True
neutral	Heather to the rescue! Just agreed to do 4Sight at Oldham tomorrow :-) #4networking #oldham	True
neutral	@hamiltontim88 NLC inservice days on the Monday and Tuesday Chris...another 2 days where teachers aren\u2019t even doing a half days work :-))	True
neutral	Is that live or the 2nd half of the orange bowl? #daboswinneyproblems MT @davidpollack47: a late arriving crowd.   http://t.co/MIPUMtMZ	True
neutral	Remind me to watch 30 Rock online on Friday... Ryan Lochte is going to be on it ;)	True
negative	WTF. So now we have to wait til friggin\u2019 JANUARY for the next episode of Pretty Little Liars. What is this?!	True
neutral	Got to show my rubbishy physics presentation tomorrow :/  The only good bit is Daniel Radcliffe singing the elements song ;)	True
neutral	If A&M goes 9-3 and Texas goes 9-3\u002c they actually might meet up in the cotton bowl in January	True
neutral	Going to the Wizards me tomorrow!!!!!! Sice!!!!!	True
negative	Fuuuuck... Up by 11 / gotta sweat Vernon Davis in the Monday night game. I\u2019ll vomit from @casey22rolltide talking up his shit team if I lose	True
neutral	I\u2019m delighted that Tina Fey and Amy Poehler are hosting the Golden Globes. How am I supposed to wait until January 13? #wantthistohappennow	True
neutral	@hoopcoachkp Yes and by big points. Similar to the cotton bowl last Saturday.	True
neutral	I don\u2019t have a jersey to wear tomorrow so I think I\u2019m a just wear a Mavs shirt. Lol	True
neutral	#SEC on @SDS - Is the SEC behind Alabama this Saturday night? http://t.co/QPN7LKEe	True
neutral	"March the entire Rose Parade in wooden shoes? The MOC-Floyd Valley \""Pride of the Dutchmen\"" High School (Orange... http://t.co/y8L46GVr"	True
positive	Lana Del Rey is playing in May ahhhh have to go\u002c bless you @soph_mchale for revealing this information x	True
neutral	2nd night going to sleep with this girl on skype lol @xJNasty <3 http://t.co/Ic2AJf5G	True
positive	*A hot cup of coffee on a cold morning & some nice country music to go gets me everytime :)! #WeAreND (8-0)\u002c 3rd in the BCS!	True
positive	Meet us at 9755 Chalmers tomorrow evening 5:30-7pm- A Righteous Girl Meeting take sum time out your day to have sum christian girl talk...	True
positive	Everytime the steelers are playing on sunday night football the first thing i get fired up for is ike taylor introducing himself	True
neutral	It\u2019s the first week of CBB season\u002c marquette madness Friday night.  #fanupmu	True
negative	I could have been asleep by eleven. Except I found m iPod.... I\u2019m going to be so tired tomorrow.	True
negative	Why is everyone saying they arent pleased with TVD tonight? What happened???? Unfortunately it isnt on until Tuesday in the UK:(	True
negative	TV Ratings: CBS and FOX split a low-rated Wednesday: On a night impacted by both Halloween and the after-effects... http://t.co/OTzZ5FFL	True
negative	Bears suffer a 2-1 loss at SDSU tonight http://t.co/gVjbkrAk next up - No. 4/5 UCLA on Sunday in Los Angeles #GoBears	True
positive	Jubiliant Girl won the 5th\u002c trainer John Sadler\u2019s 1\u002c997th TB win in N. America. He also has 2 TB wins vs. QH and 1 win in Dubai. #santaanita	True
neutral	"Former \""Saturday Night Live cohorts Tina Fey\u002c Amy Poehler are teaming up to host the Golden Globe Awards."	True
positive	@BenjaminA70 I\u2019ll probably watch a few episodes of the Ricky Gervais show tomorrow and in my free periods\u002c on mah laptop. Yay! :D	True
neutral	going home with kayla tomorrow to a typical wisconsin small town. what should a city girl like me experience?	True
neutral	"\""Even if I knew that tomorrow the world go to pieces\u002c I would still plant my apple tree.\"" -- Martin Luther King"	True
neutral	The good news: Parks opening Sat. a.m.\u002c the bad news: the destruction http://t.co/qTVXjOa4	True
positive	@TCUSchloss Coach\u002c you may want to explore Zumba for your players. Great workout to work on movement and fluidity of movement.	True
positive	"After 6 seasons\u002c Gossip Girl\u2019s ready to say goodbye on December 17th with 2 hour special \""New York\u002c I Love You XOXOX\"""	True
negative	@SpicyMamacita69 I hate those movies and Devil Inside\u002c and I think it\u2019s called 4th kind. All those documentary type.	True
positive	hmmm how about this book for my birthday.. and El Clasico in La Liga will happen on March 3! sweeeeet! http://t.co/3qSFAiIU	True
positive	I love Thursdays....Grey\u2019s Anatomy....One day closer to Friday.....and No driving to Huntsville.	True
positive	People may hate on Jersey Shore but honestly I love it.	True
neutral	Demba Ba is rated as \u201950-50\u2019 to make Newcastle United\u2019s trip to Liverpool on Sunday\u002c with the striker nursing a... http://t.co/Xs5uSb0d	True
negative	Special Notice for lefties who try to watch the best show on TV\u002c Justified.  http://t.co/6FC1Xj0Y (2nd try melts tv) http://t.co/aO4luftP	True
negative	El Classico on a Sunday Night isn\u2019t perfect for the Monday Morning !!	True
positive	Why can\u2019t Sean\u2019s season of The Bachelor just start Monday? #roses #TheBachelor #EXCITED #bestshow	True
negative	@AlistairWhite tomorrow? I don\u2019t think so babe\u002c sorry... only confirmed sunday with Pats...	True
positive	My Saturday night is the movie Contraband\u002c Kate Beckinsale is good looking	True
neutral	@26nillive @jimmystirling is currently on a 2 week trial with stoke city played for their firsts in a training game v Rochdale on Tuesday	True
positive	@ErinAndrews @BrianWilson38   I know u miss SEC football Erin. Nothing like it! Can\u2019t wait for BIG monday\u2019s coming soon. @DickieV. Cant wait	True
negative	@apwestgarth In case you didn\u2019t spot it\u002c Greys Anatomy is back next Wednesday at 10 on Living // @stack72	True
positive	"\""@Jonny_Hancock87: If you google \""fresh prince costume\"" I\u2019m the 3rd picture!\"" That\u2019s cool!"	True
neutral	@WilliamsonNFL what do you think\u002c dynasty league\u002c Trent Richardson and my 2nd and 3rd round picks\u002c for Ridley and two 1st rounders?	True
neutral	Watching the 3rd episode of New Jersey Shore and I\u2019ve just realised the theme tune has changed! #BringBackLMFAO	True
positive	Tom Stone has this soccer team rolling. HUGE game tomorrow against Baylor in the Big 12 Semifinals. #wreckemtech http://t.co/drR4kNw7	True
negative	This is only the 4th time wearing my Concords	True
positive	Bold prediction: Cowboys will beat the Falcons Sunday night! #CowboysNation	True
negative	Who the hell moshes at Matt and Kim?? Next time watch out for my face\u002c mofos! My cheekbones better not be purple tomorrow. @alexanderCXV	True
positive	"It\u2019s #DigitalWednesday! If you want an MP3 of \""Keep your Foot on the Devil\u2019s Neck\u002c\"" be one of the 1st 10 people to respond \""I DO!\"""	True
neutral	Jonathan Grimes / Grimes\u002c who was claimed off waivers by the Texans on Wednesday\u002c http://t.co/AwPcBkVf #NFL #HOU	True
positive	@HiIAmEbalyn Kuttay\u002cyou have an exam tomorrow yes?All the best :D do well and don\u2019t think about Zayn and all :P focus and shit :P bye <3	True
neutral	Matt we need to make plans for tomorrow night with some dimes	True
negative	How in hell did Philly give #MichaelVick a 100 million dollar contract? They would be better off with Matt Flynn for a 1/4th price. #Idiots	True
neutral	@LouRockin4Vonn Come SUPPORT the SHOW/MOVEMENT at Parkdale High School on Oct 26th from 8-11 w/ AJA\u002c DREAMTEAM\u002c HQB\u002c DSB & HIB	True
neutral	This nigga Dwight Howard has end of the game stats in the 3rd quarter	True
negative	To whom this may concern:  Please get your shit together before you talk about somebody else   Love\u002c Paris	True
positive	Did the Patriots just actually blitz on 3rd down.. amazing what some pressure does	True
negative	no Chipotle today and no Grey\u2019s Anatomy tomorrow......... obviously the world hates me	True
neutral	@annalilia @arrogantlaker they are going in on the Lakers. Mike Brown may need to take notes..	True
positive	"(And trust\u002c I could talk forever about Madonna\u2019s choice of singles. Would *anything* from MDNA had been a better 1st single than \""GMAYL?\"")"	True
positive	@_robnotbob haha it\u2019ll be alright. We got Swansea on Saturday tho away hahaha just like we talked	True
neutral	last day of work and then my 1st official vacation! going to see my little bro in florida tm! and my mommy! #FamOverAll	True
neutral	3 days of Halloween starts tomorrow: Day 1 - David Bowie\u002c day 2 - poker face\u002c day 3 - skeleton #HOLLA	True
negative	@joelmchale February?! The fuck. NBX shitting the bed w/ Community\u002c Parks and Recreation\u002c Up All Night and 30 Rock	True
neutral	You can get up early Thursday morning and come to see Rick Santorum at the Charlotte Victory Center; or\u002c  If you... http://t.co/bCbhSVum	True
negative	Steve Jobs and Dr. King on the same level?!?! Nah... C\u2019mon Kanye..	True
negative	Drake didn\u2019t drop any new shit in October. @JaimeeHendrix cried this morning when he realized	True
neutral	@Noe_BuenaVidaJB from Brazil. It has some differences. We may have the same words for some things but the pronunciation is way different :)	True
neutral	If Alabama loses to LSU on Saturday\u002c the BCS Championship Game could be played without an SEC team http://t.co/lORN0lRd via @FoxSports	True
positive	Leah from teen mom 2 is pregnant with her 3rd child and is getting married for the 2nd time to a new guy.. Congrats you\u2019re 19.	True
neutral	Tom Horne was a lying bastard when he said he marched with MLK\u002c he\u2019s a lying bastard as Arizona AG. That\u2019s why I love him. XO Jan Brewer	True
positive	The perfect day apart from Jordan Rhodes\u2019 late goal for Blackburn. Up to 6th in the table\u002c bring on next Saturday! #nffc	True
negative	@SimpplyA TMILLS is going to Tucson! But the 29th and it\u2019s on a Thursday :(	True
neutral	I may or may not be dressing as Zayn right now just so I can get cheap food at Chipotle. #noshame	True
negative	WSJ: Microsoft testing homegrown handset designs with suppliers\u002c may not see mass pro:   Until very recently\u002c Mi... http://t.co/7E5QXak8	True
neutral	Quiz time... coming up. Answers on the OSFC Physics page ONLY!  1st correct answer wins a KitKat Chucky. U must be studying Physix at Oldham	True
neutral	For those in Ohio who care\u002c Buckeyes would be 6th in the BCS right now ... behind 1-loss LSU	True
positive	Frank Gore & Vernon Davis\u002c make wins tomorrow please. #fantasyfootball	True
neutral	could make his Spireites debut against @Official_HUFC at the Proact Stadium in the FA Cup first round on Saturday.	True
neutral	Is this story why a major democrat in Florida just asked the Gov to extend early voting? http://t.co/9yPH9GvG #TheBlaze @GlennBeck	True
positive	"\""@AdamantCriminal: WHITE COLLAR returns on Tuesday\u002c January 22 at 10/9c.\""Can\u2019t wait to see it :-)"	True
positive	@pewterpirate83 remember we just beat Arkansas and Ryan Mallett in Sugar Bowl! Arkansas was 2nd best team in SEC that year	True
neutral	Were at the Pca game Friday? Idk if you remember me but I was Jared\u2019s friend from TCA @DeonteWilliam17	True
positive	@anpburgers Good lad. think it\u2019s actually a Saturday. I have the 17th in my diary. S S + AMAZING. El Classico in La Cuchara a highlight!	True
negative	At some point tomorrow morning/afternoon\u002c the #NHL will can the Winter Classic\u002c and effectively the entire season. Is it March Madness yet?	True
neutral	Someone take me to Florida so I can live in the sun.	True
neutral	@Fosters_ I text you earlier re the XC relay\u2019s on Sat\u002c Andy needs to know if you are running	True
negative	I was legitimately more impressed and intimidated by The Devil Inside than with PA4. Might not see the 5th one at all.	True
neutral	@Crennell99 u making the trip to Liverpool on the 10th? Think my self and tinchy temple are taking in Everton game if I fancy it?	True
neutral	She said she was gone stand in line to get my Concords in December !	True
neutral	How long b4 the town houses on 7th Ave. Nd MLK get power back on?? @CoryBooker	True
neutral	@MeeshyHope aha yea it still closed and the truck is still filling... Im in my moms car because were leaving for DC tomorrow and we need gas	True
positive	Sugar bowl\u002c then we might play riverside\u002c playin st aug\u002c peabody\u002c op walker. man district goin be the easy part	True
negative	just a quick message to my #TVDUKFamily and anyone else who can\u2019t watch TVD tonight\u002c my surprise won\u2019t be revealed until tomorrow so ...	True
neutral	@footballtips at the ready. As much as It hurts me to say this but the gunners at 4-1 to beat united tomorrow can I not bet it being united	True
positive	: The Dark Knight Rises. Seeing it for the 3rd time. Lol. Is it too early to start talking about Golden Globe & Oscar nods? Best everything!	True
